,place,latitude,longitude,net,depthError,depth,type,Territory
6927,"24 km SSE of Knik River, Alaska",61.2568,-148.7236,ak,0.2,20.0,earthquake,Alaska
6928,"14 km SW of Thatcher, Utah",41.592833333333,-112.409,uu,0.64,7.45,earthquake,Utah
6929,"2 km NW of The Geysers, CA",38.791332244873,-122.77516937256,nc,0.330000013,2.4300000667572,earthquake,CA
6930,"2 km NW of The Geysers, CA",38.791667938232,-122.77716827393,nc,0.460000008,2.2699999809265,earthquake,CA
6931,"23 km S of Petersville, Alaska",62.284,-150.8334,ak,0.6,61.3,earthquake,Alaska
6932,"133 km N of Culebra, Puerto Rico",19.5068,-65.2723,pr,9.48,60.0,earthquake,Puerto Rico
6933,"22 km SSE of Twentynine Palms, CA",33.9413333,-116.0215,ci,0.5,6.74,earthquake,CA
6934,"3 km SE of The Geysers, CA",38.762833333333,-122.72633333333,nc,0.19,2.23,earthquake,CA
6935,"0 km SW of Pāhala, Hawaii",19.19700050354,-155.48416137695,hv,0.769999981,32.5,earthquake,Hawaii
6936,"3 km ESE of The Geysers, CA",38.77,-122.728,nc,0.53,1.32,earthquake,CA
6937,"60 km SE of Pedro Bay, Alaska",59.363166666667,-153.43833333333,av,0.13,-0.22,earthquake,Alaska
6938,"80 km NNW of San Antonio, Puerto Rico",19.167666666667,-67.389333333333,pr,28.28,24.8,earthquake,Puerto Rico
6939,"10 km NW of The Geysers, CA",38.824501037598,-122.85233306885,nc,0.49000001,2.0899999141693,earthquake,CA
6940,"4 km WSW of Pāhala, Hawaii",19.178499221802,-155.51716613769,hv,0.639999986,30.10000038147,earthquake,Hawaii
6941,"5 km WNW of The Geysers, CA",38.792835235596,-122.81016540527,nc,1.12,3.3499999046326,earthquake,CA
6942,"35 km NNW of Toyah, Texas",31.602,-103.969,tx,0.54529772754797,8.2019,earthquake,Texas
6943,"63 km WNW of Tyonek, Alaska",61.273833333333,-152.243,av,0.34,3.4,earthquake,Alaska
6944,"8 km SSW of Idyllwild, CA",33.6791667,-116.7541667,ci,0.45,13.89,earthquake,CA
6945,"9 km ENE of Kalama, Washington",46.0395,-122.732,uw,0.95,17.91,earthquake,Washington
6946,"8 km WNW of Cobb, CA",38.839668273926,-122.80950164795,nc,1.23000002,1.4900000095367,earthquake,CA
6947,"27 km SW of Susitna, Alaska",61.3795,-150.9059,ak,0.7,71.4,earthquake,Alaska
6948,"1 km NNW of Lambert, Oklahoma",36.69983333,-98.42733333,ok,0.4,5.02,earthquake,Oklahoma
6949,"6 km ESE of Baie-Saint-Paul, Canada",47.4192,-70.4177,us,7.901,14.283,earthquake,Canada
6950,"10 km ENE of Pāhala, Hawaii",19.246999740601,-155.3946685791,hv,0.660000026,30.35000038147,earthquake,Hawaii
6951,"26 km WNW of Hebgen Lake Estates, Montana",44.848833333333,-111.50016666667,mb,1.1,15.55,earthquake,Montana
6952,"3 km WSW of Ponderosa Pines, Montana",46.023166666667,-111.4145,mb,9.55,4.94,earthquake,Montana
6953,"131 km SW of La Tirana, Chile",-21.0606,-71.0877,us,1.78,10.0,earthquake,Chile
6954,"3 km WSW of Anderson Springs, CA",38.755833333333,-122.71816666667,nc,0.21,1.57,earthquake,CA
6955,"7 km ESE of Santa Clarita, CA",34.3961667,-118.4318333,ci,0.48,10.51,earthquake,CA
6956,"7 km ESE of Santa Clarita, CA",34.395,-118.4376667,ci,0.5,9.71,earthquake,CA
6957,"7 km WNW of Cobb, CA",38.837333679199,-122.80133056641,nc,0.819999993,1.6900000572205,earthquake,CA
6958,"61 km ENE of Pedro Bay, Alaska",60.032833333333,-153.1185,av,1.18,4.13,earthquake,Alaska
6959,"7 km WNW of Cobb, CA",38.83716583252,-122.80100250244,nc,0.540000021,1.7200000286102,earthquake,CA
6960,"31 km ENE of Pedro Bay, Alaska",59.9264,-153.6154,ak,1.0,178.2,earthquake,Alaska
6961,"73 km W of Karluk, Alaska",57.6267,-155.6841,ak,0.3,19.2,earthquake,Alaska
6962,"10 km WNW of Cobb, CA",38.84400177002,-122.83066558838,nc,0.5,1.1299999952316,earthquake,CA
6963,"6 km W of Point Possession, Alaska",60.9212,-150.802,ak,0.5,29.3,earthquake,Alaska
6964,"8 km NE of Naalehu, Hawaii",19.122999191284,-155.53083801269,hv,0.850000024,6.3200001716614,earthquake,Hawaii
6965,"10 km SW of Beaumont, CA",33.863,-117.055,ci,0.31,14.16,earthquake,CA
6966,"108 km NNE of Cruz Bay, U.S. Virgin Islands",19.278166666667,-64.5245,pr,27.96,28.81,earthquake,U.S. Virgin Islands
6967,"105 km NNE of Cruz Bay, U.S. Virgin Islands",19.249,-64.5216,pr,18.61,37.0,earthquake,U.S. Virgin Islands
6968,"12 km W of Kağızman, Turkey",40.1477,42.9845,us,1.944,10.0,earthquake,Turkey
6969,"149 km W of Adak, Alaska",51.822833333333,-178.80766666667,av,0.76,9.82,earthquake,Alaska
6970,"28 km N of Searles Valley, CA",36.0226667,-117.386,ci,1.01,2.33,earthquake,CA
6971,"138 km NE of Lospalos, Timor Leste",-7.5928,127.8447,us,6.263,170.601,earthquake,Timor Leste
6972,"52 km WNW of Anchor Point, Alaska",59.9273,-152.7141,ak,0.4,97.3,earthquake,Alaska
6973,"2 km S of Etowah, Oklahoma",35.10166667,-97.17466667,ok,1.3,17.18,earthquake,Oklahoma
6974,"9 km NW of The Geysers, CA",38.819831848145,-122.84183502197,nc,0.439999998,2.25,earthquake,CA
6975,"63 km WNW of Tyonek, Alaska",61.2795,-152.22616666667,av,0.34,3.16,earthquake,Alaska
6976,"4 km NNW of Yaurel, Puerto Rico",18.058666666667,-66.076166666667,pr,1.24,14.78,earthquake,Puerto Rico
6977,"113 km SSE of Sand Point, Alaska",54.4158,-159.7562,us,2.003,35.0,earthquake,Alaska
6978,Easter Island region,-23.3857,-114.9926,us,1.847,10.0,earthquake,Unknown
6979,"64 km WNW of Beluga, Alaska",61.299666666667,-152.235,av,0.49,2.45,earthquake,Alaska
6980,"1 km SSW of Pāhala, Hawaii",19.185666666667,-155.48383333333,hv,0.63,30.7,earthquake,Hawaii
6981,"10 km WNW of Sucúa, Ecuador",-2.4093,-78.2509,us,8.333,113.814,earthquake,Ecuador
6982,"46 km ESE of Whittier, Alaska",60.6114,-147.8935,ak,0.3,17.6,earthquake,Alaska
6983,"9 km NNW of The Geysers, CA",38.840167999268,-122.82966613769,nc,0.670000017,2.2999999523163,earthquake,CA
6984,"9 km NNE of North Pole, Alaska",64.8312,-147.3039,ak,0.6,0.0,earthquake,Alaska
6985,"128 km N of Culebra, Puerto Rico",19.4645,-65.2691,pr,9.05,63.0,earthquake,Puerto Rico
6986,"7 km WNW of Cobb, CA",38.827167510986,-122.7988357544,nc,1.54999995,2.9400000572205,earthquake,CA
6987,"71 km NE of Norsup, Vanuatu",-15.5777,167.8325,us,6.931,159.222,earthquake,Vanuatu
6988,"8 km NW of Prague, Oklahoma",35.53233333,-96.75716667,ok,0.2,5.48,earthquake,Oklahoma
6989,"19 km NW of Challis, Idaho",44.648,-114.37133333333,mb,4.66,2.95,earthquake,Idaho
6990,"17 km E of Finley Point, Montana",47.725666666667,-113.82916666667,mb,1.92,3.06,earthquake,Montana
6991,"7 km SSE of Littlerock, CA",34.4625,-117.9648333,ci,0.31,8.86,earthquake,CA
6992,"2 km NW of The Geysers, CA",38.786499023438,-122.77266693115,nc,0.519999981,1.3400000333786,earthquake,CA
6993,"29 km N of Searles Valley, CA",36.0261667,-117.3826667,ci,0.93,1.09,earthquake,CA
6994,"26 km WNW of Hebgen Lake Estates, Montana",44.822,-111.51933333333,mb,0.99,8.78,earthquake,Montana
6995,Macquarie Island region,-55.4557,158.3179,us,1.825,10.0,earthquake,Unknown
6996,"71 km NNW of Karluk, Alaska",58.1842,-154.7793,ak,7.0,110.0,earthquake,Alaska
6997,"138 km NNE of Vieques, Puerto Rico",19.5685,-65.2951,pr,10.97,62.0,earthquake,Puerto Rico
6998,"30 km NW of Willow, Alaska",61.9246,-150.4668,ak,0.2,9.9,earthquake,Alaska
6999,"144 km NNE of Vieques, Puerto Rico",19.6223,-65.2943,pr,3.33,9.0,earthquake,Puerto Rico
7000,"142 km NNE of Vieques, Puerto Rico",19.6045,-65.2933,pr,13.71,37.0,earthquake,Puerto Rico
7001,"58 km E of Noda, Japan",40.194,142.4938,us,6.769,45.666,earthquake,Japan
7002,"85 km NNW of Karluk, Alaska",58.308666666667,-154.8705,av,0.95,14.4,earthquake,Alaska
7003,"66 km WNW of Beluga, Alaska",61.302,-152.279,av,1.74,0.84,earthquake,Alaska
7004,"61 km W of Tyonek, Alaska",61.1775,-152.2595,av,0.78,4.47,earthquake,Alaska
7005,"4 km NNW of Walker, CA",38.540333333333,-119.5035,nc,0.39,6.15,earthquake,CA
7006,"130 km NNE of Vieques, Puerto Rico",19.491,-65.3106,pr,2.04,5.0,earthquake,Puerto Rico
7007,"71 km NW of Eureka Roadhouse, Alaska",62.4686,-147.9291,ak,1.0,53.6,earthquake,Alaska
7008,"63 km WNW of Tyonek, Alaska",61.275166666667,-152.24183333333,av,0.93,3.08,earthquake,Alaska
7009,"141 km NNE of Vieques, Puerto Rico",19.59,-65.2768,pr,7.57,55.0,earthquake,Puerto Rico
7010,"66 km WNW of Beluga, Alaska",61.3048,-152.2683,ak,3.1,1.1,earthquake,Alaska
7011,"144 km NNW of Charlotte Amalie, U.S. Virgin Islands",19.6138,-65.2295,pr,7.83,56.0,earthquake,U.S. Virgin Islands
7012,"39 km W of Cantwell, Alaska",63.3861,-149.749,ak,0.9,31.6,earthquake,Alaska
7013,"66 km WNW of Beluga, Alaska",61.312166666667,-152.27666666667,av,4.86,-1.92,earthquake,Alaska
7014,"138 km NNE of Vieques, Puerto Rico",19.6045,-65.394,pr,11.05,33.0,earthquake,Puerto Rico
7015,"22 km SSE of Twentynine Palms, CA",33.953,-115.9926667,ci,0.46,7.57,earthquake,CA
7016,"70 km WNW of Beluga, Alaska",61.348,-152.3143,ak,0.7,8.7,earthquake,Alaska
7017,"15 km NW of Emery, Utah",39.006166666667,-111.3875,uu,0.32,0.09,earthquake,Utah
7018,"6 km SSW of Pāhala, Hawaii",19.149333953857,-155.50016784668,hv,0.800000012,34.220001220703,earthquake,Hawaii
7019,"5 km ESE of Ontario, CA",34.0288333,-117.5813333,ci,0.23,5.39,earthquake,CA
7020,"8 km S of Columbia Falls, Montana",48.298833333333,-114.19316666667,mb,0.91,9.35,earthquake,Montana
7021,"38 km NNE of Amboy, Washington",46.2085,-122.20283333333,uw,1.13,-0.07,earthquake,Washington
7022,"1 km SSW of Indios, Puerto Rico",17.979666666667,-66.827,pr,0.79,16.66,earthquake,Puerto Rico
7023,"39 km SSW of Maitum, Philippines",5.7182,124.3434,us,8.056,431.449,earthquake,Philippines
7024,"85 km SE of Ambon, Indonesia",-4.3326,128.6214,us,7.495,184.687,earthquake,Indonesia
7025,"11 km W of Palm Springs, CA",33.84,-116.6433333,ci,0.55,9.99,earthquake,CA
7026,"7 km NW of The Geysers, CA",38.817333221435,-122.82283020019,nc,0.970000029,2.2799999713898,earthquake,CA
7027,"17 km SSE of Soldotna, Alaska",60.3529,-150.9099,ak,1.0,51.8,earthquake,Alaska
7028,"3 km NNW of The Geysers, CA",38.803001403809,-122.77933502197,nc,1.03999996,1.6100000143051,earthquake,CA
7029,"30 km NE of Sterling, Alaska",60.6962,-150.313,ak,0.6,47.8,earthquake,Alaska
7030,"21 km NNE of Point Possession, Alaska",61.097,-150.5192,ak,1.3,51.1,earthquake,Alaska
7031,"71 km NW of Karluk, Alaska",58.031333333333,-155.27816666667,av,0.83,8.46,earthquake,Alaska
7032,"3 km WSW of Guánica, Puerto Rico",17.960166666667,-66.939666666667,pr,1.03,41.97,earthquake,Puerto Rico
7033,"7 km S of Littlerock, CA",34.4628333,-117.9715,ci,0.38,7.98,earthquake,CA
7034,"21 km SE of Pāhala, Hawaii",19.054166793823,-155.35466003418,hv,1.20000005,29.35000038147,earthquake,Hawaii
7035,"14 km SSW of Cape Vizcaino, CA",39.600333333333,-123.8315,nc,1.61,-0.07,earthquake,CA
7036,"5 km ESE of Valle Vista, CA",33.7273333,-116.8421667,ci,0.53,16.21,earthquake,CA
7037,"66 km ENE of McCarthy, Alaska",61.7166,-141.8229,ak,0.4,0.0,earthquake,Alaska
7038,"7 km WNW of Cobb, CA",38.837001800537,-122.79916381836,nc,1.00999999,1.9099999666214,earthquake,CA
7039,"10 km WNW of Cobb, CA",38.842334747315,-122.83100128174,nc,0.469999999,0.89999997615814,earthquake,CA
7040,"9 km WNW of Cobb, CA",38.841499328613,-122.82966613769,nc,1.29999995,1.1699999570847,earthquake,CA
7041,"10 km WSW of Dibble, Oklahoma",35.01383333,-97.74466667,ok,0.5,7.08,earthquake,Oklahoma
7042,"242 km E of Levuka, Fiji",-17.9627,-178.394,us,10.012,564.011,earthquake,Fiji
7043,"51 km N of Petersville, Alaska",62.9544,-150.7257,ak,1.6,97.0,earthquake,Alaska
7044,"22 km ENE of San Lucas, CA",36.267666666667,-120.84666666667,nc,0.42,7.04,earthquake,CA
7045,Fiji region,-19.8053,-177.845,us,8.404,568.262,earthquake,Unknown
7046,"132 km SE of Pondaguitan, Philippines",5.4709,126.9803,us,7.689,89.931,earthquake,Philippines
7047,"9 km WSW of Malibu, CA",33.9641667,-118.8956667,ci,0.32,14.22,earthquake,CA
7048,"65 km WNW of Nanwalek, Alaska",59.5126,-153.0393,ak,0.6,101.8,earthquake,Alaska
7049,"9 km NW of The Geysers, CA",38.819999694824,-122.83966827393,nc,0.959999979,2.1099998950958,earthquake,CA
7050,"22 km SW of New Idria, CA",36.27,-120.83916666667,nc,0.56,7.79,earthquake,CA
7051,"238 km E of Levuka, Fiji",-17.8999,-178.4392,us,9.613,592.038,earthquake,Fiji
7052,"85 km NW of Karluk, Alaska",58.177666666667,-155.33466666667,av,0.92,1.16,earthquake,Alaska
7053,"8 km SSW of Toms Place, CA",37.494333333333,-118.696,nc,3.29,5.98,earthquake,CA
7054,"48 km NNE of Petersville, Alaska",62.9101,-150.4672,ak,0.8,83.5,earthquake,Alaska
7055,"4 km SE of Pāhala, Hawaii",19.171167373657,-155.44982910156,hv,0.589999974,31.639999389648,earthquake,Hawaii
7056,"6 km S of La Parguera, Puerto Rico",17.919666666667,-67.047333333333,pr,0.68,10.56,earthquake,Puerto Rico
7057,"12 km NW of Puerto Real, Puerto Rico",18.153833333333,-67.275,pr,0.48,48.19,earthquake,Puerto Rico
7058,"10 km ESE of Puebla, B.C., MX",32.5283333,-115.2571667,ci,1.0,24.36,earthquake,MX
7059,"8 km WNW of Cobb, CA",38.846500396729,-122.81383514404,nc,0.970000029,1.3300000429153,earthquake,CA
7060,"2 km NW of The Geysers, CA",38.792331695557,-122.77766418457,nc,0.479999989,2.329999923706,earthquake,CA
7061,"2 km NW of The Geysers, CA",38.792167663574,-122.77799987793,nc,0.660000026,2.4400000572205,earthquake,CA
7062,"9 km S of Princeton, Canada",49.371333333333,-120.49083333333,uw,31.61,-0.37,explosion,Canada
7063,"7 km WNW of Lake Mary Ronan, Montana",47.9655,-114.48983333333,mb,0.86,10.79,earthquake,Montana
7064,"7 km WNW of Cobb, CA",38.832668304443,-122.80833435059,nc,0.569999993,2.4100000858307,earthquake,CA
7065,"27 km WSW of Susitna, Alaska",61.4963,-151.0149,ak,1.1,68.5,earthquake,Alaska
7066,"5 km WNW of Cobb, CA",38.822166442871,-122.78583526611,nc,0.870000005,1.0700000524521,earthquake,CA
7067,"10 km WNW of Ocotillo, CA",32.7793333,-116.0893333,ci,0.66,11.49,earthquake,CA
7068,"4 km WNW of Cobb, CA",38.823333740234,-122.76550292969,nc,0.349999994,2.0499999523163,earthquake,CA
7069,"6 km WNW of Lake Mary Ronan, Montana",47.970166666667,-114.4675,mb,6.99,4.99,earthquake,Montana
7070,"12 km E of Cloverdale, CA",38.834499359131,-122.88083648682,nc,1.26999998,2.6300001144409,earthquake,CA
7071,"6 km S of Pāhala, Hawaii",19.148666381836,-155.48849487305,hv,0.50999999,34.340000152588,earthquake,Hawaii
7072,"8 km E of Pāhala, Hawaii",19.189500808716,-155.40100097656,hv,0.790000021,32.529998779297,earthquake,Hawaii
7073,"113 km SE of King Cove, Alaska",54.3336,-161.0841,us,7.691,40.603,earthquake,Alaska
7074,"55 km S of Whites City, New Mexico",31.671,-104.396,tx,0.91453388926368,7.074,earthquake,New Mexico
7075,"27 km N of Silchar, India",25.0743,92.7607,us,7.28,48.73,earthquake,India
7076,"93 km N of Karluk, Alaska",58.4042,-154.6037,ak,1.7,99.6,earthquake,Alaska
7077,"18 km WSW of Toms Place, CA",37.480666666667,-118.85366666667,nc,1.0,3.69,earthquake,CA
7078,"55 km S of Whites City, New Mexico",31.675,-104.402,tx,0.98370578839018,6.8689,earthquake,New Mexico
7079,"24 km NW of Grapevine, CA",35.0895,-119.1223333,ci,0.79,13.32,earthquake,CA
7080,"69 km WNW of Tyonek, Alaska",61.2885,-152.3445,av,2.56,1.1,earthquake,Alaska
7081,"24 km ESE of Little Lake, CA",35.8438333,-117.6688333,ci,0.31,10.4,earthquake,CA
7082,"1 km NW of The Geysers, CA",38.782165527344,-122.7636642456,nc,0.629999995,3.7699999809265,earthquake,CA
7083,"7 km WNW of Lake Mary Ronan, Montana",47.9675,-114.49283333333,mb,1.69,10.22,earthquake,Montana
7084,"18 km WSW of Toms Place, CA",37.4665,-118.84633333333,nc,1.5,5.28,earthquake,CA
7085,"40 km WNW of Ninilchik, Alaska",60.195,-152.335,ak,1.2,90.2,earthquake,Alaska
7086,"66 km WNW of Beluga, Alaska",61.3175,-152.2575,av,2.07,0.17,earthquake,Alaska
7087,"58 km S of Whites City, New Mexico",31.652,-104.296,tx,0.97071854787254,8.5608,earthquake,New Mexico
7088,"7 km WNW of Lake Mary Ronan, Montana",47.968666666667,-114.49366666667,mb,10.03,4.98,earthquake,Montana
7089,"7 km WNW of Lake Mary Ronan, Montana",47.974333333333,-114.47916666667,mb,1.4,9.51,earthquake,Montana
7090,"7 km WNW of Lake Mary Ronan, Montana",47.966833333333,-114.4895,mb,10.31,4.45,earthquake,Montana
7091,"10 km N of Pāhala, Hawaii",19.298334121704,-155.48666381836,hv,2.9000001,3.25,earthquake,Hawaii
7092,"14 km NNE of Hawaiian Ocean View, Hawaii",19.183500289917,-155.69383239746,hv,1.39999998,-0.10999999940395,earthquake,Hawaii
7093,"68 km WNW of Beluga, Alaska",61.331833333333,-152.29783333333,av,3.54,0.23,earthquake,Alaska
7094,"60 km WNW of Nanwalek, Alaska",59.5974,-152.8726,ak,0.7,94.8,earthquake,Alaska
7095,"58 km S of Whites City, New Mexico",31.652,-104.299,tx,0.97609733719934,8.2019,earthquake,New Mexico
7096,"16 km N of Borrego Springs, CA",33.3975,-116.3771667,ci,0.51,2.79,earthquake,CA
7097,"22 km ENE of Little Lake, CA",36.0181667,-117.6906667,ci,0.4,2.86,earthquake,CA
7098,"70 km NW of Karluk, Alaska",58.033166666667,-155.27316666667,av,0.43,8.98,earthquake,Alaska
7099,"36 km E of Valdez, Alaska",61.1355,-145.6783,ak,0.4,29.0,earthquake,Alaska
7100,"11 km NW of Mendeltna, Alaska",62.1367,-146.5979,ak,0.6,0.0,earthquake,Alaska
7101,"18 km WSW of Toms Place, CA",37.483666666667,-118.85266666667,nc,0.93,3.51,earthquake,CA
7102,"6 km E of Avon, Utah",41.5325,-111.73366666667,uu,0.7,8.94,earthquake,Utah
7103,"6 km E of Avon, Utah",41.530666666667,-111.7345,uu,0.5,10.67,earthquake,Utah
7104,"57 km S of Whites City, New Mexico",31.66,-104.359,tx,1.3672729621494,7.561,earthquake,New Mexico
7105,"64 km SE of Denali National Park, Alaska",63.1223,-150.8322,ak,0.8,123.8,earthquake,Alaska
7106,"37 km N of Petersville, Alaska",62.8291,-150.8842,ak,0.7,83.7,earthquake,Alaska
7107,"10 km NNW of Garrochales, Puerto Rico",18.5375,-66.608666666667,pr,0.86,94.21,earthquake,Puerto Rico
7108,"13 km NNW of Springhill, Montana",45.943666666667,-111.12583333333,mb,31.61,5.0,earthquake,Montana
7109,"6 km NNW of Pinnacles, CA",36.5775,-121.1845,nc,0.89,6.5,earthquake,CA
7110,"5 km SSE of Midland, Texas",31.951,-102.051,tx,0.68821911563204,9.1064,earthquake,Texas
7111,"36 km NNW of Toyah, Texas",31.607,-103.97,tx,0.75214797006795,7.5867,earthquake,Texas
7112,"5 km SSE of Midland, Texas",31.955,-102.049,tx,0.9795332970155,8.8623,earthquake,Texas
7113,"9 km SSE of Trapper Creek, Alaska",62.2392,-150.1617,ak,0.2,26.3,earthquake,Alaska
7114,"7 km WNW of Lake Mary Ronan, Montana",47.971333333333,-114.48083333333,mb,1.08,9.38,earthquake,Montana
7115,"6 km WNW of Lake Mary Ronan, Montana",47.965666666667,-114.47283333333,mb,6.62,4.99,earthquake,Montana
7116,"259 km W of Bandon, Oregon",43.5261,-127.5598,us,9.105,14.618,earthquake,Oregon
7117,"14 km E of Willow, Alaska",61.765,-149.7704,ak,1.5,72.1,earthquake,Alaska
7118,"63 km ESE of Cantwell, Alaska",63.115,-147.8365,ak,0.2,10.0,earthquake,Alaska
7119,"3 km SE of Pāhala, Hawaii",19.177333831787,-155.45333862305,hv,0.910000026,31.610000610352,earthquake,Hawaii
7120,"27 km S of Evanston, Wyoming",41.025833333333,-110.93716666667,uu,1.24,24.31,earthquake,Wyoming
7121,"6 km SW of Gilroy, CA",36.963833333333,-121.61,nc,0.33,3.51,earthquake,CA
7122,"7 km SSW of Tyonek, Alaska",61.0086,-151.2076,ak,0.9,61.4,earthquake,Alaska
7123,"1 km N of The Geysers, CA",38.790333333333,-122.7565,nc,0.71,1.63,earthquake,CA
7124,"6 km WNW of Lake Mary Ronan, Montana",47.967166666667,-114.47616666667,mb,6.34,4.99,earthquake,Montana
7125,"24 km ENE of Ambunti, Papua New Guinea",-4.1388,143.022,us,9.978,78.567,earthquake,Papua New Guinea
7126,"46 km ESE of Beatty, Nevada",36.6949,-116.305,nn,0.9,5.5,earthquake,Nevada
7127,"26 km NW of Furnace Creek, California",36.5864,-117.099,nn,9.3,2.4,earthquake,California
7128,"34 km S of Virginia City, Montana",44.991666666667,-111.87583333333,mb,2.25,10.2,earthquake,Montana
7129,"20 km NNW of Challis, Idaho",44.660666666667,-114.37266666667,mb,0.98,8.46,earthquake,Idaho
7130,"8 km SSE of Big Lake, Alaska",61.4469,-149.8985,ak,0.2,32.6,earthquake,Alaska
7131,Kermadec Islands region,-28.5718,-176.6536,us,1.909,10.0,earthquake,Unknown
7132,"47 km SE of Denali National Park, Alaska",63.2539,-151.0134,ak,0.4,5.2,earthquake,Alaska
7133,"6 km WNW of Lake Mary Ronan, Montana",47.968333333333,-114.48016666667,mb,1.56,7.73,earthquake,Montana
7134,"61 km WNW of Tyonek, Alaska",61.185333333333,-152.243,av,0.26,3.97,earthquake,Alaska
7135,"61 km WNW of Tyonek, Alaska",61.181666666667,-152.25533333333,av,0.77,6.45,earthquake,Alaska
7136,"61 km WNW of Tyonek, Alaska",61.186833333333,-152.25,av,0.95,4.56,earthquake,Alaska
7137,"38 km S of Morton, Washington",46.213833333333,-122.18183333333,uw,0.82,-0.25,earthquake,Washington
7138,"13 km NE of West Yellowstone, Montana",44.753666666667,-110.9935,uu,0.74,8.07,earthquake,Montana
7139,"7 km WNW of Lake Mary Ronan, Montana",47.969,-114.48633333333,mb,8.75,4.98,earthquake,Montana
7140,"14 km SSW of Cape Vizcaino, CA",39.6005,-123.833,nc,1.85,-0.66,earthquake,CA
7141,"12 km E of Cloverdale, CA",38.83466720581,-122.88316345215,nc,0.449999988,1.5599999427795,earthquake,CA
7142,"7 km WNW of Lake Mary Ronan, Montana",47.965666666667,-114.487,mb,6.86,6.02,earthquake,Montana
7143,"12 km E of Cloverdale, CA",38.831832885742,-122.88283538818,nc,0.709999979,1.7599999904633,earthquake,CA
7144,"10 km N of Anza, CA",33.6483333,-116.6841667,ci,0.4,16.12,earthquake,CA
7145,"23 km WSW of Ferry, Alaska",63.9168,-149.5375,ak,0.3,0.0,earthquake,Alaska
7146,"6 km SW of Gilroy, CA",36.964166666667,-121.61433333333,nc,0.39,4.81,earthquake,CA
7147,"31 km SE of Mina, Nevada",38.1838,-117.8698,nn,1.9,10.6,earthquake,Nevada
7148,"58 km NW of Tatitlek, Alaska",61.2111,-147.4878,ak,0.6,0.0,earthquake,Alaska
7149,"10 km ENE of Wells, Nevada",41.1454,-114.847,nn,6.2,3.1,earthquake,Nevada
7150,"16 km S of Fern Forest, Hawaii",19.321,-155.14716666667,hv,1.34,4.42,earthquake,Hawaii
7151,"35 km ESE of Farkhār, Afghanistan",36.4722,70.2305,us,9.059,214.098,earthquake,Afghanistan
7152,"66 km SW of Manley Hot Springs, Alaska",64.5719,-151.6064,ak,0.3,16.5,earthquake,Alaska
7153,"6 km N of Malibu, CA",34.0541667,-118.8095,ci,0.45,10.45,earthquake,CA
7154,"187 km WSW of Lorengau, Papua New Guinea",-2.9442,145.8493,us,1.728,10.0,earthquake,Papua New Guinea
7155,"7 km NW of Prague, Oklahoma",35.53266667,-96.74433333,ok,0.7,6.43,earthquake,Oklahoma
7156,"86 km ENE of Ugashik, Alaska",57.720166666667,-155.99866666667,av,1.34,9.25,earthquake,Alaska
7157,"9 km SE of Sparks, Oklahoma",35.55433333,-96.74566667,ok,0.4,3.58,earthquake,Oklahoma
7158,"18 km E of Ridgecrest, CA",35.6033333,-117.4753333,ci,0.27,6.94,earthquake,CA
7159,"46 km WNW of Waisai, Indonesia",-0.1185,130.1043,us,1.893,10.0,earthquake,Indonesia
7160,"19 km NE of Packwood, Washington",46.746833333333,-121.51683333333,uw,0.37,4.73,earthquake,Washington
7161,"5 km SE of Pāhala, Hawaii",19.168167114258,-155.44082641602,hv,1.37,30.709999084473,earthquake,Hawaii
7162,"3 km SE of The Geysers, CA",38.7605,-122.728,nc,0.23,1.58,earthquake,CA
7163,"3 km SE of The Geysers, CA",38.7605,-122.72716666667,nc,0.23,1.74,earthquake,CA
7164,"5 km SSE of Dolores, Philippines",17.6038,120.7293,us,1.921,10.0,earthquake,Philippines
7165,"57 km WNW of Lae, Papua New Guinea",-6.4487,146.5572,us,7.801,108.072,earthquake,Papua New Guinea
7166,"76 km WSW of Nikolski, Alaska",52.798166666667,-169.977,av,0.71,8.79,earthquake,Alaska
7167,"5 km WNW of Borrego Springs, CA",33.2663333,-116.4238333,ci,0.38,4.82,earthquake,CA
7168,"7 km WNW of Cobb, CA",38.835998535156,-122.8073348999,nc,0.460000008,2.079999923706,earthquake,CA
7169,"189 km WSW of Lorengau, Papua New Guinea",-2.8084,145.7523,us,1.873,10.0,earthquake,Papua New Guinea
7170,"11 km ESE of Enumclaw, Washington",47.1585,-121.85416666667,uw,0.28,9.11,earthquake,Washington
7171,"8 km WNW of Cobb, CA",38.839000701904,-122.80799865723,nc,2.31999993,-0.79000002145767,earthquake,CA
7172,"3 km NNW of The Geysers, CA",38.801498413086,-122.7696685791,nc,0.349999994,-0.059999998658895,earthquake,CA
7173,"195 km WSW of Lorengau, Papua New Guinea",-2.8697,145.7214,us,1.847,10.0,earthquake,Papua New Guinea
7174,"71 km NW of Karluk, Alaska",58.037166666667,-155.27466666667,av,0.59,9.31,earthquake,Alaska
7175,"10 km NW of The Geysers, CA",38.824165344238,-122.85416412353,nc,0.910000026,1.9700000286102,earthquake,CA
7176,"281 km W of Adak, Alaska",51.5968,179.3207,us,6.7,73.326,earthquake,Alaska
7177,"18 km N of Seeley Lake, Montana",47.3455,-113.455,mb,13.14,5.0,earthquake,Montana
7178,"109 km S of McCarthy, Alaska",60.4494,-143.0806,ak,0.3,16.9,earthquake,Alaska
